entityId,timestamp,current,lampIsRunning,voltage
Test1,2019-11-04 22:50:20,0.670266458034675,False,0.8344325196746075
Test1,2019-11-04 22:50:22,0.0,False,0.0
Test1,2019-11-04 22:50:56,0.6748051916318755,True,0.21022686297887413
Test1,2019-11-04 22:50:58,0.6756243391155402,True,0.20121575045346243
Test1,2019-11-04 22:51:00,0.6747606509936788,True,0.19414611674079266
Test1,2019-11-04 22:51:02,0.6791944222990588,True,0.19210793506936216
Test1,2019-11-04 22:51:04,0.6834536815947514,True,0.18908443847446094
Test1,2019-11-04 22:51:06,0.6887868198586117,True,0.18908443847446094
Test1,2019-11-04 22:51:06,0.6887868198586117,True,0.19308683915409594
Test1,2019-11-04 22:51:08,0.6911590452713473,True,0.19308683915409594
Test1,2019-11-04 22:51:08,0.6911590452713473,True,0.20270468181537854
Test1,2019-11-04 22:51:10,0.6909268714580156,True,0.20270468181537854
Test1,2019-11-04 22:51:10,0.6909268714580156,True,0.20072546407043224
Test1,2019-11-04 22:51:12,0.6896870093944716,True,0.20072546407043224
Test1,2019-11-04 22:51:12,0.6896870093944716,True,0.21220558065207404
Test1,2019-11-04 22:51:14,0.6877230644323916,True,0.21220558065207404
Test1,2019-11-04 22:51:14,0.6877230644323916,True,0.20217386426511103
Test1,2019-11-04 22:51:16,0.6930550571824854,True,0.19921951910733834
Test1,2019-11-04 22:51:18,0.6958597084156287,True,0.21140550641672778
Test1,2019-11-04 22:51:20,0.696964775347539,True,0.22119078100639203
Test1,2019-11-04 22:51:22,0.7002466904527057,True,0.2236182179845755
Test1,2019-11-04 22:51:24,0.7009813648312397,True,0.2236182179845755
Test1,2019-11-04 22:51:24,0.7009813648312397,True,0.21993963405572695
Test1,2019-11-04 22:51:26,0.7029979118688425,True,0.21334339334949068
Test1,2019-11-04 22:51:28,0.7031021772252554,True,0.21334339334949068
Test1,2019-11-04 22:51:28,0.7031021772252554,True,0.20320147363323784
Test1,2019-11-04 22:51:30,0.7020938319272856,True,0.20320147363323784
Test1,2019-11-04 22:51:30,0.7020938319272856,True,0.20257817137917328
Test1,2019-11-04 22:51:32,0.7066664837566662,True,0.20635879218726438
Test1,2019-11-04 22:51:34,0.7032114187046109,True,0.21708868070559173
Test1,2019-11-04 22:51:36,0.7013081648595052,True,0.22022458523870464
Test1,2019-11-04 22:51:38,0.696215124045391,True,0.22022458523870464
Test1,2019-11-04 22:51:38,0.696215124045391,True,0.22148618126244568
Test1,2019-11-04 22:51:40,0.6912660289161523,True,0.22148618126244568
Test1,2019-11-04 22:51:40,0.6912660289161523,True,0.21625966817897302
Test1,2019-11-04 22:51:40,0.07310389576011984,True,0.21625966817897302
Test1,2019-11-04 22:51:42,0.06915659893188074,True,0.21627921963669383
Test1,2019-11-04 22:51:44,0.06785541063697863,True,0.22392106707068699
Test1,2019-11-04 22:51:46,0.06368097655747608,True,0.22392106707068699
Test1,2019-11-04 22:51:46,0.06368097655747608,True,0.23155426707277524
Test1,2019-11-04 22:51:46,0.06368097655747608,True,0.9985775991496522
Test1,2019-11-04 22:51:48,0.060894456202620705,True,1.0
Test1,2019-11-04 22:51:48,0.060894456202620705,False,1.0
Test1,2019-11-04 22:51:50,0.0,False,0.0
Test1,2019-11-04 22:59:28,0.0,True,0.0
Test1,2019-11-04 22:59:28,0.6748051916318755,True,0.21022686297887413
Test1,2019-11-04 22:59:30,0.6724710080311757,True,0.2131030699059457
Test1,2019-11-04 22:59:32,0.6713763002446315,True,0.20790646244554747
Test1,2019-11-04 22:59:34,0.6734414185831218,True,0.20355250435499397
Test1,2019-11-04 22:59:36,0.676179131618968,True,0.19945136039003797
Test1,2019-11-04 22:59:38,0.6795042223559183,True,0.2071963379300377
Test1,2019-11-04 22:59:40,0.6825479943760363,True,0.20528115825689855
Test1,2019-11-04 22:59:42,0.6862848187466154,True,0.20528115825689855
Test1,2019-11-04 22:59:42,0.6862848187466154,True,0.2031816013501821
Test1,2019-11-04 22:59:44,0.6841871044152482,True,0.19923310910822975
Test1,2019-11-04 22:59:46,0.6838125551226656,True,0.19923310910822975
Test1,2019-11-04 22:59:46,0.6838125551226656,True,0.20843322741390283
Test1,2019-11-04 22:59:48,0.68768034152024,True,0.20958578437245595
Test1,2019-11-04 22:59:50,0.6919072578985214,True,0.20828742652645293
Test1,2019-11-04 22:59:52,0.6888851872402639,True,0.20535726163954443
Test1,2019-11-04 22:59:54,0.6866351870535979,True,0.20791837590568726
Test1,2019-11-04 22:59:56,0.6819281102130688,True,0.20791837590568726
Test1,2019-11-04 22:59:56,0.6819281102130688,True,0.2196521367119369
Test1,2019-11-04 22:59:58,0.681779883778831,True,0.2196521367119369
Test1,2019-11-04 22:59:58,0.681779883778831,True,0.23239570062262782
Test1,2019-11-04 23:00:00,0.6820325225624873,True,0.2257588805563707
Test1,2019-11-04 23:00:02,0.6771510766619817,True,0.2257588805563707
Test1,2019-11-04 23:00:02,0.6771510766619817,True,0.23819342743114028
Test1,2019-11-04 23:00:04,0.6740299318001803,True,0.23184604975160805
Test1,2019-11-04 23:00:06,0.6781503399834807,True,0.23184604975160805
Test1,2019-11-04 23:00:06,0.6781503399834807,True,0.2421485718493716
Test1,2019-11-04 23:00:08,0.6747539328395008,True,0.2516434297908211
Test1,2019-11-04 23:00:10,0.6734752056452827,True,0.2557246026089117
Test1,2019-11-04 23:00:12,0.6776508559551613,True,0.2557246026089117
Test1,2019-11-04 23:00:12,0.6776508559551613,True,0.24824308804777556
Test1,2019-11-04 23:00:14,0.6745734993759335,True,0.25448433956273736
