entityId,timestamp,current,lampIsRunning,voltage,ttf,ttf_label
Test1,2019-11-05 09:19:17,0.0,False,0.0,0,failure
Test1,2019-11-05 09:19:17,0.0,False,0.0,0,failure
Test1,2019-11-04 23:40:46,0.6359233232844664,True,0.19314088610008306,400,>2min
Test1,2019-11-04 23:40:46,0.6359233232844664,True,0.20548650791581566,399,>2min
Test1,2019-11-04 23:40:44,0.6313024161382284,True,0.20548650791581566,398,>2min
Test1,2019-11-04 23:40:44,0.6313024161382284,True,0.2093630044519899,397,>2min
Test1,2019-11-04 23:40:42,0.6285245542835347,True,0.2093630044519899,396,>2min
Test1,2019-11-04 23:40:40,0.6273671333017761,True,0.21979037527736292,395,>2min
Test1,2019-11-04 23:40:40,0.6273671333017761,True,0.21194769955548587,394,>2min
Test1,2019-11-04 23:40:38,0.6218077879798155,True,0.21194769955548587,393,>2min
Test1,2019-11-04 23:40:38,0.6218077879798155,True,0.22416849836715386,392,>2min
Test1,2019-11-04 23:40:36,0.6165651922988202,True,0.22416849836715386,391,>2min
Test1,2019-11-04 23:40:36,0.6165651922988202,True,0.2352308836370163,390,>2min
Test1,2019-11-04 23:40:34,0.6147822754022475,True,0.2352308836370163,389,>2min
Test1,2019-11-04 23:40:34,0.6147822754022475,True,0.22284606840537616,388,>2min
Test1,2019-11-04 23:40:32,0.6153993341535448,True,0.22284606840537616,387,>2min
Test1,2019-11-04 23:40:32,0.6153993341535448,True,0.2275604979526126,386,>2min
Test1,2019-11-04 23:40:30,0.6163193220735205,True,0.2275604979526126,385,>2min
Test1,2019-11-04 23:40:30,0.6163193220735205,True,0.21450588329284992,384,>2min
Test1,2019-11-04 23:40:28,0.6176201113092753,True,0.21450588329284992,383,>2min
Test1,2019-11-04 23:40:28,0.6176201113092753,True,0.2129279911523036,382,>2min
Test1,2019-11-04 23:40:26,0.6161324285226736,True,0.2129279911523036,381,>2min
Test1,2019-11-04 23:40:26,0.6161324285226736,True,0.2079824678621867,380,>2min
Test1,2019-11-04 23:40:24,0.6137024805267867,True,0.2079824678621867,379,>2min
Test1,2019-11-04 23:40:22,0.6089785657397424,True,0.20330360398154862,378,>2min
Test1,2019-11-04 23:40:22,0.6089785657397424,True,0.20047682919788604,377,>2min
Test1,2019-11-04 23:40:20,0.6094436104671241,True,0.20047682919788604,376,>2min
Test1,2019-11-04 23:40:20,0.6094436104671241,True,0.20088716424812586,375,>2min
Test1,2019-11-04 23:40:18,0.6066713390937308,True,0.20088716424812586,374,>2min
Test1,2019-11-04 23:40:18,0.6066713390937308,True,0.20172976919668534,373,>2min
Test1,2019-11-04 23:40:16,0.6083201826921829,True,0.20172976919668534,372,>2min
Test1,2019-11-04 23:40:16,0.6083201826921829,True,0.1942449918828489,371,>2min
Test1,2019-11-04 23:40:14,0.6126743137076491,True,0.1942449918828489,370,>2min
Test1,2019-11-04 23:40:12,0.6135297059898779,True,0.18874020262980434,369,>2min
Test1,2019-11-04 23:40:12,0.6135297059898779,True,0.19487707181912597,368,>2min
Test1,2019-11-04 23:40:10,0.6183864417764607,True,0.19487707181912597,367,>2min
Test1,2019-11-04 23:40:10,0.6183864417764607,True,0.20014149373720755,366,>2min
Test1,2019-11-04 23:40:08,0.6140350113086305,True,0.20014149373720755,365,>2min
Test1,2019-11-04 23:40:08,0.6140350113086305,True,0.19126996793518303,364,>2min
Test1,2019-11-04 23:40:06,0.6136684167627464,True,0.19126996793518303,363,>2min
Test1,2019-11-04 23:40:06,0.6136684167627464,True,0.1929090808903406,362,>2min
Test1,2019-11-04 23:40:04,0.6163643966245136,True,0.1929090808903406,361,>2min
Test1,2019-11-04 23:40:04,0.6163643966245136,True,0.20467910209840515,360,>2min
Test1,2019-11-04 23:40:02,0.6167400351605873,True,0.20467910209840515,359,>2min
Test1,2019-11-04 23:40:02,0.6167400351605873,True,0.2114696309567384,358,>2min
Test1,2019-11-04 23:40:00,0.6128887157256948,True,0.2114696309567384,357,>2min
Test1,2019-11-04 23:40:00,0.6128887157256948,True,0.21371433180130742,356,>2min
Test1,2019-11-04 23:39:58,0.6119719374584927,True,0.21371433180130742,355,>2min
Test1,2019-11-04 23:39:58,0.6119719374584927,True,0.22142058688772767,354,>2min
Test1,2019-11-04 23:39:56,0.6137745134734585,True,0.22142058688772767,353,>2min
Test1,2019-11-04 23:39:54,0.6187801477190009,True,0.21609070348943335,352,>2min
Test1,2019-11-04 23:39:54,0.6187801477190009,True,0.2105525269689848,351,>2min
Test1,2019-11-04 23:39:52,0.6139625716181673,True,0.2105525269689848,350,>2min
Test1,2019-11-04 23:39:52,0.6139625716181673,True,0.21990291384448263,349,>2min
Test1,2019-11-04 23:39:50,0.6183089605015433,True,0.21990291384448263,348,>2min
Test1,2019-11-04 23:39:50,0.6183089605015433,True,0.21447375823747553,347,>2min
Test1,2019-11-04 23:39:48,0.6197648381753852,True,0.21447375823747553,346,>2min
Test1,2019-11-04 23:39:48,0.6197648381753852,True,0.20520449052368916,345,>2min
Test1,2019-11-04 23:39:46,0.6205083056382117,True,0.20520449052368916,344,>2min
Test1,2019-11-04 23:39:44,0.617991237813608,True,0.2114583893898184,343,>2min
Test1,2019-11-04 23:39:44,0.617991237813608,True,0.2094717726075353,342,>2min
Test1,2019-11-04 23:39:42,0.6171324247794476,True,0.2094717726075353,341,>2min
Test1,2019-11-04 23:39:42,0.6171324247794476,True,0.20590460024755794,340,>2min
Test1,2019-11-04 23:39:40,0.6166471255520004,True,0.20590460024755794,339,>2min
Test1,2019-11-04 23:39:40,0.6166471255520004,True,0.19825333417475882,338,>2min
Test1,2019-11-04 23:39:38,0.620358135453336,True,0.19825333417475882,337,>2min
Test1,2019-11-04 23:39:38,0.620358135453336,True,0.20745146088124175,336,>2min
Test1,2019-11-04 23:39:36,0.6247001027702962,True,0.20745146088124175,335,>2min
Test1,2019-11-04 23:39:36,0.6247001027702962,True,0.21783501572871802,334,>2min
Test1,2019-11-04 23:39:34,0.6264184592991435,True,0.21783501572871802,333,>2min
Test1,2019-11-04 23:39:34,0.6264184592991435,True,0.2200750678015633,332,>2min
Test1,2019-11-04 23:39:32,0.6210565155604224,True,0.2200750678015633,331,>2min
Test1,2019-11-04 23:39:32,0.6210565155604224,True,0.22422909516152537,330,>2min
Test1,2019-11-04 23:39:30,0.6216802173867977,True,0.22422909516152537,329,>2min
Test1,2019-11-04 23:39:28,0.6208435196100672,True,0.22962151552496024,328,>2min
Test1,2019-11-04 23:39:28,0.6208435196100672,True,0.23398978389692665,327,>2min
Test1,2019-11-04 23:39:26,0.6240310811548613,True,0.23398978389692665,326,>2min
Test1,2019-11-04 23:39:26,0.6240310811548613,True,0.22310334686083536,325,>2min
Test1,2019-11-04 23:39:24,0.6223991557572592,True,0.22310334686083536,324,>2min
