ts_step,entityId,timestamp,current,lampIsRunning,voltage,ttf,ttf_label
133,Test1,04.11.2019 23:38,0.63360157,TRUE,0.273423425,269,4.0
134,Test1,04.11.2019 23:38,0.63557235,TRUE,0.273423425,268,4.0
135,Test1,04.11.2019 23:38,0.63557235,TRUE,0.267982819,267,4.0
136,Test1,04.11.2019 23:38,0.630661876,TRUE,0.267982819,266,4.0
137,Test1,04.11.2019 23:38,0.627980384,TRUE,0.257076297,265,4.0
138,Test1,04.11.2019 23:38,0.627980384,TRUE,0.246386308,264,4.0
139,Test1,04.11.2019 23:38,0.631629558,TRUE,0.246386308,263,4.0
140,Test1,04.11.2019 23:38,0.631629558,TRUE,0.244358744,262,4.0
141,Test1,04.11.2019 23:38,0.629960237,TRUE,0.244358744,261,4.0
142,Test1,04.11.2019 23:38,0.634528763,TRUE,0.241883593,260,4.0
143,Test1,04.11.2019 23:38,0.634528763,TRUE,0.2477763,259,4.0
144,Test1,04.11.2019 23:38,0.634814955,TRUE,0.2477763,258,4.0
145,Test1,04.11.2019 23:38,0.634814955,TRUE,0.256633319,257,4.0
146,Test1,04.11.2019 23:38,0.634770919,TRUE,0.256633319,256,4.0
147,Test1,04.11.2019 23:37,0.633204113,TRUE,0.25800355,255,4.0
148,Test1,04.11.2019 23:37,0.634786693,TRUE,0.270476633,254,4.0
149,Test1,04.11.2019 23:37,0.630775881,TRUE,0.270532633,253,4.0
150,Test1,04.11.2019 23:37,0.630775881,TRUE,0.277491586,252,4.0
151,Test1,04.11.2019 23:37,0.635229278,TRUE,0.277491586,251,4.0
152,Test1,04.11.2019 23:37,0.635229278,TRUE,0.267269224,250,4.0
153,Test1,04.11.2019 23:37,0.63811944,TRUE,0.267269224,249,4.0
154,Test1,04.11.2019 23:37,0.635715455,TRUE,0.279031471,248,4.0
155,Test1,04.11.2019 23:37,0.637323232,TRUE,0.274218587,247,4.0
156,Test1,04.11.2019 23:37,0.637323232,TRUE,0.264848533,246,4.0
157,Test1,04.11.2019 23:37,0.635055334,TRUE,0.264848533,245,4.0
158,Test1,04.11.2019 23:37,0.631756117,TRUE,0.275095667,244,4.0
159,Test1,04.11.2019 23:37,0.631756117,TRUE,0.266334462,243,4.0
160,Test1,04.11.2019 23:37,0.632680093,TRUE,0.266334462,242,4.0
161,Test1,04.11.2019 23:37,0.632680093,TRUE,0.268826026,241,4.0
162,Test1,04.11.2019 23:37,0.627794774,TRUE,0.268826026,240,4.0
163,Test1,04.11.2019 23:37,0.627794774,TRUE,0.277412518,239,4.0
164,Test1,04.11.2019 23:37,0.626854789,TRUE,0.277412518,238,4.0
165,Test1,04.11.2019 23:37,0.626854789,TRUE,0.287065568,237,4.0
166,Test1,04.11.2019 23:37,0.627174243,TRUE,0.287065568,236,4.0
167,Test1,04.11.2019 23:37,0.627174243,TRUE,0.282303778,235,4.0
168,Test1,04.11.2019 23:37,0.629229269,TRUE,0.282303778,234,4.0
169,Test1,04.11.2019 23:37,0.629229269,TRUE,0.273296471,233,4.0
170,Test1,04.11.2019 23:37,0.628050366,TRUE,0.273296471,232,4.0
171,Test1,04.11.2019 23:37,0.628050366,TRUE,0.266801167,231,4.0
172,Test1,04.11.2019 23:37,0.625392042,TRUE,0.266801167,230,4.0
173,Test1,04.11.2019 23:37,0.625392042,TRUE,0.255652027,229,4.0
174,Test1,04.11.2019 23:37,0.630820471,TRUE,0.255652027,228,4.0
175,Test1,04.11.2019 23:37,0.630820471,TRUE,0.253875422,227,4.0
176,Test1,04.11.2019 23:37,0.632661339,TRUE,0.253875422,226,4.0
177,Test1,04.11.2019 23:37,0.632661339,TRUE,0.25845684,225,4.0
178,Test1,04.11.2019 23:37,0.63670585,TRUE,0.25845684,224,4.0
179,Test1,04.11.2019 23:37,0.63670585,TRUE,0.257868391,223,4.0
180,Test1,04.11.2019 23:37,0.641954785,TRUE,0.257868391,222,4.0
181,Test1,04.11.2019 23:37,0.641954785,TRUE,0.255539227,221,4.0
182,Test1,04.11.2019 23:37,0.646081797,TRUE,0.255539227,220,4.0
183,Test1,04.11.2019 23:37,0.646081797,TRUE,0.267003575,219,4.0
184,Test1,04.11.2019 23:37,0.646071043,TRUE,0.267003575,218,4.0
185,Test1,04.11.2019 23:37,0.646071043,TRUE,0.265146541,217,4.0
186,Test1,04.11.2019 23:37,0.64252715,TRUE,0.265146541,216,4.0
187,Test1,04.11.2019 23:37,0.642152681,TRUE,0.257759124,215,4.0
188,Test1,04.11.2019 23:37,0.636761106,TRUE,0.256426383,214,4.0
189,Test1,04.11.2019 23:37,0.636761106,TRUE,0.26243303,213,4.0
190,Test1,04.11.2019 23:37,0.639563753,TRUE,0.26243303,212,4.0
191,Test1,04.11.2019 23:37,0.639563753,TRUE,0.25409614,211,4.0
192,Test1,04.11.2019 23:37,0.635058846,TRUE,0.25409614,210,4.0
193,Test1,04.11.2019 23:37,0.635058846,TRUE,0.265491526,209,4.0
194,Test1,04.11.2019 23:37,0.64064243,TRUE,0.265491526,208,4.0
195,Test1,04.11.2019 23:37,0.64064243,TRUE,0.272174386,207,4.0
196,Test1,04.11.2019 23:37,0.644013164,TRUE,0.272174386,206,4.0
197,Test1,04.11.2019 23:37,0.644013164,TRUE,0.273628905,205,4.0
198,Test1,04.11.2019 23:37,0.646010043,TRUE,0.273628905,204,4.0
199,Test1,04.11.2019 23:36,0.649747521,TRUE,0.281594208,203,4.0
200,Test1,04.11.2019 23:36,0.649747521,TRUE,0.285410862,202,4.0
201,Test1,04.11.2019 23:36,0.653431934,TRUE,0.285410862,201,4.0
202,Test1,04.11.2019 23:36,0.6537781,TRUE,0.28301053,200,4.0
203,Test1,04.11.2019 23:36,0.653325583,TRUE,0.27881926,199,4.0
204,Test1,04.11.2019 23:36,0.653325583,TRUE,0.2709778,198,4.0
205,Test1,04.11.2019 23:36,0.648711327,TRUE,0.2709778,197,4.0
206,Test1,04.11.2019 23:36,0.648711327,TRUE,0.283477329,196,4.0
207,Test1,04.11.2019 23:36,0.648392516,TRUE,0.283477329,195,4.0
208,Test1,04.11.2019 23:36,0.648392516,TRUE,0.271651749,194,4.0
209,Test1,04.11.2019 23:36,0.652187639,TRUE,0.271651749,193,4.0
210,Test1,04.11.2019 23:36,0.654795079,TRUE,0.282681673,192,4.0
211,Test1,04.11.2019 23:36,0.654795079,TRUE,0.270579019,191,4.0
212,Test1,04.11.2019 23:36,0.650447943,TRUE,0.270579019,190,4.0
213,Test1,04.11.2019 23:36,0.650340504,TRUE,0.259159409,189,4.0
214,Test1,04.11.2019 23:36,0.649974145,TRUE,0.249529719,188,4.0
215,Test1,04.11.2019 23:36,0.649974145,TRUE,0.253348621,187,4.0
216,Test1,04.11.2019 23:36,0.649103421,TRUE,0.253348621,186,4.0
217,Test1,04.11.2019 23:36,0.647345057,TRUE,0.244966493,185,4.0
218,Test1,04.11.2019 23:36,0.652743255,TRUE,0.23963146,184,4.0
219,Test1,04.11.2019 23:36,0.647564717,TRUE,0.238846047,183,4.0
220,Test1,04.11.2019 23:36,0.647564717,TRUE,0.22802464,182,4.0
221,Test1,04.11.2019 23:36,0.647482066,TRUE,0.22802464,181,4.0
222,Test1,04.11.2019 23:36,0.647482066,TRUE,0.215196001,180,4.0
223,Test1,04.11.2019 23:36,0.647723073,TRUE,0.215196001,179,4.0
224,Test1,04.11.2019 23:36,0.646657009,TRUE,0.22231731,178,4.0
225,Test1,04.11.2019 23:36,0.646657009,TRUE,0.232601447,177,4.0
226,Test1,04.11.2019 23:36,0.642975588,TRUE,0.232601447,176,4.0
227,Test1,04.11.2019 23:36,0.642975588,TRUE,0.227668547,175,4.0
228,Test1,04.11.2019 23:36,0.63884884,TRUE,0.227668547,174,4.0
229,Test1,04.11.2019 23:36,0.635751718,TRUE,0.218220514,173,4.0
230,Test1,04.11.2019 23:36,0.634471841,TRUE,0.224550109,172,4.0
231,Test1,04.11.2019 23:36,0.637051616,TRUE,0.227857707,171,4.0
232,Test1,04.11.2019 23:36,0.635805789,TRUE,0.227793625,170,4.0
233,Test1,04.11.2019 23:36,0.639871084,TRUE,0.227230376,169,4.0
234,Test1,04.11.2019 23:36,0.639871084,TRUE,0.228464268,168,4.0
235,Test1,04.11.2019 23:36,0.639871084,TRUE,0.227230376,167,4.0
236,Test1,04.11.2019 23:36,0.639871084,TRUE,0.228464268,166,4.0
237,Test1,04.11.2019 23:36,0.639871084,TRUE,0.227230376,165,4.0
238,Test1,04.11.2019 23:36,0.639871084,TRUE,0.228464268,164,4.0
239,Test1,04.11.2019 23:36,0.639871084,TRUE,0.227230376,163,4.0
240,Test1,04.11.2019 23:36,0.639871084,TRUE,0.228464268,162,4.0
241,Test1,04.11.2019 23:36,0.636277822,TRUE,0.228464268,161,4.0
242,Test1,04.11.2019 23:36,0.637714762,TRUE,0.233671761,160,4.0
243,Test1,04.11.2019 23:36,0.637714762,TRUE,0.223031437,159,4.0
244,Test1,04.11.2019 23:36,0.639198843,TRUE,0.223031437,158,4.0
245,Test1,04.11.2019 23:36,0.639198843,TRUE,0.21887839,157,4.0
246,Test1,04.11.2019 23:36,0.643164973,TRUE,0.21887839,156,4.0
247,Test1,04.11.2019 23:36,0.643164973,TRUE,0.209915884,155,4.0
248,Test1,04.11.2019 23:36,0.648167494,TRUE,0.209915884,154,4.0
249,Test1,04.11.2019 23:35,0.648404745,TRUE,0.202507021,153,4.0
250,Test1,04.11.2019 23:35,0.653757396,TRUE,0.214685937,152,4.0
251,Test1,04.11.2019 23:35,0.653757396,TRUE,0.210046906,151,4.0
252,Test1,04.11.2019 23:35,0.653713782,TRUE,0.210046906,150,4.0
253,Test1,04.11.2019 23:35,0.649657869,TRUE,0.202320265,149,4.0
254,Test1,04.11.2019 23:35,0.649657869,TRUE,0.209745746,148,4.0
255,Test1,04.11.2019 23:35,0.650389854,TRUE,0.209745746,147,4.0
256,Test1,04.11.2019 23:35,0.650389854,TRUE,0.208257766,146,4.0
257,Test1,04.11.2019 23:35,0.652517605,TRUE,0.208257766,145,4.0
258,Test1,04.11.2019 23:35,0.652517605,TRUE,0.200036243,144,4.0
259,Test1,04.11.2019 23:35,0.653942026,TRUE,0.200036243,143,4.0
260,Test1,04.11.2019 23:35,0.653942026,TRUE,0.198372023,142,4.0
261,Test1,04.11.2019 23:35,0.657014793,TRUE,0.198372023,141,4.0
262,Test1,04.11.2019 23:35,0.657014793,TRUE,0.203980368,140,4.0
263,Test1,04.11.2019 23:35,0.661395328,TRUE,0.203980368,139,4.0
264,Test1,04.11.2019 23:35,0.661395328,TRUE,0.209366867,138,4.0
265,Test1,04.11.2019 23:35,0.660802288,TRUE,0.209366867,137,4.0
266,Test1,04.11.2019 23:35,0.660802288,TRUE,0.221613081,136,4.0
267,Test1,04.11.2019 23:35,0.660399324,TRUE,0.221613081,135,4.0
268,Test1,04.11.2019 23:35,0.660399324,TRUE,0.226254738,134,4.0
269,Test1,04.11.2019 23:35,0.658361966,TRUE,0.226254738,133,4.0
270,Test1,04.11.2019 23:35,0.654286847,TRUE,0.230869116,132,4.0
271,Test1,04.11.2019 23:35,0.654286847,TRUE,0.235966611,131,4.0
272,Test1,04.11.2019 23:35,0.659350754,TRUE,0.235966611,130,4.0
273,Test1,04.11.2019 23:35,0.659350754,TRUE,0.236251195,129,4.0
274,Test1,04.11.2019 23:35,0.655766101,TRUE,0.236251195,128,4.0
275,Test1,04.11.2019 23:35,0.659615478,TRUE,0.2341113,127,4.0
276,Test1,04.11.2019 23:35,0.659615478,TRUE,0.239137069,126,4.0
277,Test1,04.11.2019 23:35,0.66019306,TRUE,0.239137069,125,4.0
278,Test1,04.11.2019 23:35,0.66019306,TRUE,0.23288706,124,4.0
279,Test1,04.11.2019 23:35,0.658830571,TRUE,0.23288706,123,4.0
280,Test1,04.11.2019 23:35,0.658830571,TRUE,0.223971821,122,4.0
281,Test1,04.11.2019 23:35,0.660815335,TRUE,0.223971821,121,4.0
282,Test1,04.11.2019 23:35,0.660815335,TRUE,0.226879544,120,3.0
283,Test1,04.11.2019 23:35,0.66081774,TRUE,0.226879544,119,3.0
284,Test1,04.11.2019 23:35,0.66081774,TRUE,0.223190012,118,3.0
285,Test1,04.11.2019 23:35,0.662310734,TRUE,0.223190012,117,3.0
286,Test1,04.11.2019 23:35,0.662310734,TRUE,0.234605064,116,3.0
287,Test1,04.11.2019 23:35,0.662852873,TRUE,0.234605064,115,3.0
288,Test1,04.11.2019 23:35,0.663838386,TRUE,0.22461289,114,3.0
289,Test1,04.11.2019 23:35,0.663838386,TRUE,0.221609427,113,3.0
290,Test1,04.11.2019 23:35,0.665197619,TRUE,0.221609427,112,3.0
291,Test1,04.11.2019 23:35,0.665197619,TRUE,0.22026255,111,3.0
292,Test1,04.11.2019 23:35,0.670789324,TRUE,0.22026255,110,3.0
293,Test1,04.11.2019 23:35,0.670789324,TRUE,0.213403983,109,3.0
294,Test1,04.11.2019 23:35,0.668200717,TRUE,0.213403983,108,3.0
295,Test1,04.11.2019 23:35,0.667705218,TRUE,0.204259082,107,3.0
296,Test1,04.11.2019 23:35,0.672073408,TRUE,0.20444547,106,3.0
297,Test1,04.11.2019 23:35,0.668664969,TRUE,0.217428263,105,3.0
298,Test1,04.11.2019 23:35,0.667664441,TRUE,0.207929745,104,3.0
299,Test1,04.11.2019 23:35,0.667664441,TRUE,0.220251972,103,3.0
300,Test1,04.11.2019 23:34,0.668891536,TRUE,0.220251972,102,3.0
301,Test1,04.11.2019 23:34,0.668891536,TRUE,0.207581198,101,3.0
302,Test1,04.11.2019 23:34,0.666515231,TRUE,0.207581198,100,3.0
303,Test1,04.11.2019 23:34,0.66906873,TRUE,0.216211578,99,3.0
304,Test1,04.11.2019 23:34,0.66906873,TRUE,0.226037939,98,3.0
305,Test1,04.11.2019 23:34,0.666124701,TRUE,0.226037939,97,3.0
306,Test1,04.11.2019 23:34,0.666124701,TRUE,0.214557724,96,3.0
307,Test1,04.11.2019 23:34,0.666664536,TRUE,0.214557724,95,3.0
308,Test1,04.11.2019 23:34,0.666664536,TRUE,0.21085901,94,3.0
309,Test1,04.11.2019 23:34,0.661177162,TRUE,0.21085901,93,3.0
310,Test1,04.11.2019 23:34,0.662997649,TRUE,0.212285372,92,3.0
311,Test1,04.11.2019 23:34,0.662997649,TRUE,0.213596393,91,3.0
312,Test1,04.11.2019 23:34,0.662997649,TRUE,0.212285372,90,3.0
313,Test1,04.11.2019 23:34,0.662997649,TRUE,0.213596393,89,3.0
314,Test1,04.11.2019 23:34,0.662997649,TRUE,0.212285372,88,3.0
315,Test1,04.11.2019 23:34,0.662997649,TRUE,0.213596393,87,3.0
316,Test1,04.11.2019 23:34,0.662997649,TRUE,0.212285372,86,3.0
317,Test1,04.11.2019 23:34,0.662997649,TRUE,0.213596393,85,3.0
318,Test1,04.11.2019 23:34,0.662685016,TRUE,0.213596393,84,3.0
319,Test1,04.11.2019 23:34,0.662685016,TRUE,0.204473272,83,3.0
320,Test1,04.11.2019 23:34,0.659530017,TRUE,0.204473272,82,3.0
321,Test1,04.11.2019 23:34,0.663826103,TRUE,0.212036524,81,3.0
322,Test1,04.11.2019 23:34,0.66507898,TRUE,0.212461969,80,3.0
323,Test1,04.11.2019 23:34,0.666427251,TRUE,0.201581301,79,3.0
324,Test1,04.11.2019 23:34,0.670993322,TRUE,0.211013095,78,3.0
325,Test1,04.11.2019 23:34,0.670993322,TRUE,0.207232977,77,3.0
326,Test1,04.11.2019 23:34,0.675017514,TRUE,0.207232977,76,3.0
327,Test1,04.11.2019 23:34,0.675017514,TRUE,0.212785404,75,3.0
328,Test1,04.11.2019 23:34,0.674646752,TRUE,0.212785404,74,3.0
329,Test1,04.11.2019 23:34,0.676567606,TRUE,0.218445542,73,3.0
330,Test1,04.11.2019 23:34,0.676567606,TRUE,0.227273055,72,3.0
331,Test1,04.11.2019 23:34,0.676000466,TRUE,0.227273055,71,3.0
332,Test1,04.11.2019 23:34,0.676000466,TRUE,0.233122034,70,3.0
333,Test1,04.11.2019 23:34,0.676000466,TRUE,0.227273055,69,3.0
334,Test1,04.11.2019 23:34,0.676000466,TRUE,0.233122034,68,3.0
335,Test1,04.11.2019 23:34,0.676000466,TRUE,0.227273055,67,3.0
336,Test1,04.11.2019 23:34,0.676000466,TRUE,0.233122034,66,3.0
337,Test1,04.11.2019 23:34,0.678533208,TRUE,0.233122034,65,3.0
338,Test1,04.11.2019 23:34,0.674293654,TRUE,0.221277908,64,3.0
339,Test1,04.11.2019 23:34,0.674792476,TRUE,0.232290934,63,3.0
340,Test1,04.11.2019 23:34,0.674792476,TRUE,0.237970953,62,3.0
341,Test1,04.11.2019 23:34,0.678009912,TRUE,0.237970953,61,3.0
342,Test1,04.11.2019 23:34,0.678009912,TRUE,0.234694238,60,3.0
343,Test1,04.11.2019 23:34,0.673013818,TRUE,0.234694238,59,3.0
344,Test1,04.11.2019 23:34,0.673013818,TRUE,0.231421894,58,3.0
345,Test1,04.11.2019 23:34,0.673013818,TRUE,0.234694238,57,3.0
346,Test1,04.11.2019 23:34,0.673013818,TRUE,0.231421894,56,3.0
347,Test1,04.11.2019 23:34,0.673842538,TRUE,0.231421894,55,3.0
