ts_step,entityId,timestamp,current,lampIsRunning,voltage,ttf,ttf_label
0,Test1,05.11.2019 09:19,0,FALSE,0,0,0.0
1,Test1,05.11.2019 09:19,0,FALSE,0,0,0.0
2,Test1,04.11.2019 23:40,0.635923323,TRUE,0.193140886,400,4.0
3,Test1,04.11.2019 23:40,0.635923323,TRUE,0.205486508,399,4.0
4,Test1,04.11.2019 23:40,0.631302416,TRUE,0.205486508,398,4.0
5,Test1,04.11.2019 23:40,0.631302416,TRUE,0.209363004,397,4.0
6,Test1,04.11.2019 23:40,0.628524554,TRUE,0.209363004,396,4.0
7,Test1,04.11.2019 23:40,0.627367133,TRUE,0.219790375,395,4.0
8,Test1,04.11.2019 23:40,0.627367133,TRUE,0.2119477,394,4.0
9,Test1,04.11.2019 23:40,0.621807788,TRUE,0.2119477,393,4.0
10,Test1,04.11.2019 23:40,0.621807788,TRUE,0.224168498,392,4.0
11,Test1,04.11.2019 23:40,0.616565192,TRUE,0.224168498,391,4.0
12,Test1,04.11.2019 23:40,0.616565192,TRUE,0.235230884,390,4.0
13,Test1,04.11.2019 23:40,0.614782275,TRUE,0.235230884,389,4.0
14,Test1,04.11.2019 23:40,0.614782275,TRUE,0.222846068,388,4.0
15,Test1,04.11.2019 23:40,0.615399334,TRUE,0.222846068,387,4.0
16,Test1,04.11.2019 23:40,0.615399334,TRUE,0.227560498,386,4.0
17,Test1,04.11.2019 23:40,0.616319322,TRUE,0.227560498,385,4.0
18,Test1,04.11.2019 23:40,0.616319322,TRUE,0.214505883,384,4.0
19,Test1,04.11.2019 23:40,0.617620111,TRUE,0.214505883,383,4.0
20,Test1,04.11.2019 23:40,0.617620111,TRUE,0.212927991,382,4.0
21,Test1,04.11.2019 23:40,0.616132429,TRUE,0.212927991,381,4.0
22,Test1,04.11.2019 23:40,0.616132429,TRUE,0.207982468,380,4.0
23,Test1,04.11.2019 23:40,0.613702481,TRUE,0.207982468,379,4.0
24,Test1,04.11.2019 23:40,0.608978566,TRUE,0.203303604,378,4.0
25,Test1,04.11.2019 23:40,0.608978566,TRUE,0.200476829,377,4.0
26,Test1,04.11.2019 23:40,0.60944361,TRUE,0.200476829,376,4.0
27,Test1,04.11.2019 23:40,0.60944361,TRUE,0.200887164,375,4.0
28,Test1,04.11.2019 23:40,0.606671339,TRUE,0.200887164,374,4.0
29,Test1,04.11.2019 23:40,0.606671339,TRUE,0.201729769,373,4.0
30,Test1,04.11.2019 23:40,0.608320183,TRUE,0.201729769,372,4.0
31,Test1,04.11.2019 23:40,0.608320183,TRUE,0.194244992,371,4.0
32,Test1,04.11.2019 23:40,0.612674314,TRUE,0.194244992,370,4.0
33,Test1,04.11.2019 23:40,0.613529706,TRUE,0.188740203,369,4.0
34,Test1,04.11.2019 23:40,0.613529706,TRUE,0.194877072,368,4.0
35,Test1,04.11.2019 23:40,0.618386442,TRUE,0.194877072,367,4.0
36,Test1,04.11.2019 23:40,0.618386442,TRUE,0.200141494,366,4.0
37,Test1,04.11.2019 23:40,0.614035011,TRUE,0.200141494,365,4.0
38,Test1,04.11.2019 23:40,0.614035011,TRUE,0.191269968,364,4.0
39,Test1,04.11.2019 23:40,0.613668417,TRUE,0.191269968,363,4.0
40,Test1,04.11.2019 23:40,0.613668417,TRUE,0.192909081,362,4.0
41,Test1,04.11.2019 23:40,0.616364397,TRUE,0.192909081,361,4.0
42,Test1,04.11.2019 23:40,0.616364397,TRUE,0.204679102,360,4.0
43,Test1,04.11.2019 23:40,0.616740035,TRUE,0.204679102,359,4.0
44,Test1,04.11.2019 23:40,0.616740035,TRUE,0.211469631,358,4.0
45,Test1,04.11.2019 23:40,0.612888716,TRUE,0.211469631,357,4.0
46,Test1,04.11.2019 23:40,0.612888716,TRUE,0.213714332,356,4.0
47,Test1,04.11.2019 23:39,0.611971937,TRUE,0.213714332,355,4.0
48,Test1,04.11.2019 23:39,0.611971937,TRUE,0.221420587,354,4.0
49,Test1,04.11.2019 23:39,0.613774513,TRUE,0.221420587,353,4.0
50,Test1,04.11.2019 23:39,0.618780148,TRUE,0.216090703,352,4.0
51,Test1,04.11.2019 23:39,0.618780148,TRUE,0.210552527,351,4.0
52,Test1,04.11.2019 23:39,0.613962572,TRUE,0.210552527,350,4.0
53,Test1,04.11.2019 23:39,0.613962572,TRUE,0.219902914,349,4.0
54,Test1,04.11.2019 23:39,0.618308961,TRUE,0.219902914,348,4.0
55,Test1,04.11.2019 23:39,0.618308961,TRUE,0.214473758,347,4.0
56,Test1,04.11.2019 23:39,0.619764838,TRUE,0.214473758,346,4.0
57,Test1,04.11.2019 23:39,0.619764838,TRUE,0.205204491,345,4.0
58,Test1,04.11.2019 23:39,0.620508306,TRUE,0.205204491,344,4.0
59,Test1,04.11.2019 23:39,0.617991238,TRUE,0.211458389,343,4.0
60,Test1,04.11.2019 23:39,0.617991238,TRUE,0.209471773,342,4.0
61,Test1,04.11.2019 23:39,0.617132425,TRUE,0.209471773,341,4.0
62,Test1,04.11.2019 23:39,0.617132425,TRUE,0.2059046,340,4.0
63,Test1,04.11.2019 23:39,0.616647126,TRUE,0.2059046,339,4.0
64,Test1,04.11.2019 23:39,0.616647126,TRUE,0.198253334,338,4.0
65,Test1,04.11.2019 23:39,0.620358135,TRUE,0.198253334,337,4.0
66,Test1,04.11.2019 23:39,0.620358135,TRUE,0.207451461,336,4.0
67,Test1,04.11.2019 23:39,0.624700103,TRUE,0.207451461,335,4.0
68,Test1,04.11.2019 23:39,0.624700103,TRUE,0.217835016,334,4.0
69,Test1,04.11.2019 23:39,0.626418459,TRUE,0.217835016,333,4.0
70,Test1,04.11.2019 23:39,0.626418459,TRUE,0.220075068,332,4.0
71,Test1,04.11.2019 23:39,0.621056516,TRUE,0.220075068,331,4.0
72,Test1,04.11.2019 23:39,0.621056516,TRUE,0.224229095,330,4.0
73,Test1,04.11.2019 23:39,0.621680217,TRUE,0.224229095,329,4.0
74,Test1,04.11.2019 23:39,0.62084352,TRUE,0.229621516,328,4.0
75,Test1,04.11.2019 23:39,0.62084352,TRUE,0.233989784,327,4.0
76,Test1,04.11.2019 23:39,0.624031081,TRUE,0.233989784,326,4.0
77,Test1,04.11.2019 23:39,0.624031081,TRUE,0.223103347,325,4.0
78,Test1,04.11.2019 23:39,0.622399156,TRUE,0.223103347,324,4.0
79,Test1,04.11.2019 23:39,0.622399156,TRUE,0.215857874,323,4.0
80,Test1,04.11.2019 23:39,0.62656181,TRUE,0.215857874,322,4.0
81,Test1,04.11.2019 23:39,0.625058268,TRUE,0.224935141,321,4.0
82,Test1,04.11.2019 23:39,0.625058268,TRUE,0.225550903,320,4.0
83,Test1,04.11.2019 23:39,0.625540091,TRUE,0.225550903,319,4.0
84,Test1,04.11.2019 23:39,0.619947451,TRUE,0.21737701,318,4.0
85,Test1,04.11.2019 23:39,0.619947451,TRUE,0.219031271,317,4.0
86,Test1,04.11.2019 23:39,0.625074489,TRUE,0.219031271,316,4.0
87,Test1,04.11.2019 23:39,0.628312049,TRUE,0.221589516,315,4.0
88,Test1,04.11.2019 23:39,0.624369447,TRUE,0.213209022,314,4.0
89,Test1,04.11.2019 23:39,0.626574937,TRUE,0.205108831,313,4.0
90,Test1,04.11.2019 23:39,0.622448436,TRUE,0.209789674,312,4.0
91,Test1,04.11.2019 23:39,0.621401765,TRUE,0.199552669,311,4.0
92,Test1,04.11.2019 23:39,0.621401765,TRUE,0.195326193,310,4.0
93,Test1,04.11.2019 23:39,0.617394602,TRUE,0.195326193,309,4.0
94,Test1,04.11.2019 23:39,0.620009799,TRUE,0.197676402,308,4.0
95,Test1,04.11.2019 23:38,0.62192081,TRUE,0.193985075,307,4.0
96,Test1,04.11.2019 23:38,0.617415879,TRUE,0.187789536,306,4.0
97,Test1,04.11.2019 23:38,0.617415879,TRUE,0.179768106,305,4.0
98,Test1,04.11.2019 23:38,0.617669923,TRUE,0.179768106,304,4.0
99,Test1,04.11.2019 23:38,0.617669923,TRUE,0.170924009,303,4.0
100,Test1,04.11.2019 23:38,0.622445616,TRUE,0.170924009,302,4.0
101,Test1,04.11.2019 23:38,0.624205826,TRUE,0.175653808,301,4.0
102,Test1,04.11.2019 23:38,0.624205826,TRUE,0.179175802,300,4.0
103,Test1,04.11.2019 23:38,0.62331225,TRUE,0.179175802,299,4.0
104,Test1,04.11.2019 23:38,0.62331225,TRUE,0.183156823,298,4.0
105,Test1,04.11.2019 23:38,0.625050808,TRUE,0.183156823,297,4.0
106,Test1,04.11.2019 23:38,0.625629521,TRUE,0.192837055,296,4.0
107,Test1,04.11.2019 23:38,0.625629521,TRUE,0.191106069,295,4.0
108,Test1,04.11.2019 23:38,0.629879972,TRUE,0.191106069,294,4.0
109,Test1,04.11.2019 23:38,0.629879972,TRUE,0.194574192,293,4.0
110,Test1,04.11.2019 23:38,0.627077429,TRUE,0.194574192,292,4.0
111,Test1,04.11.2019 23:38,0.627077429,TRUE,0.196968882,291,4.0
112,Test1,04.11.2019 23:38,0.628507446,TRUE,0.196968882,290,4.0
113,Test1,04.11.2019 23:38,0.628507446,TRUE,0.205377501,289,4.0
114,Test1,04.11.2019 23:38,0.624327587,TRUE,0.205377501,288,4.0
115,Test1,04.11.2019 23:38,0.624327587,TRUE,0.201082842,287,4.0
116,Test1,04.11.2019 23:38,0.627162182,TRUE,0.201082842,286,4.0
117,Test1,04.11.2019 23:38,0.627162182,TRUE,0.209178508,285,4.0
118,Test1,04.11.2019 23:38,0.63021828,TRUE,0.209178508,284,4.0
119,Test1,04.11.2019 23:38,0.630884515,TRUE,0.22127596,283,4.0
120,Test1,04.11.2019 23:38,0.630884515,TRUE,0.218298517,282,4.0
121,Test1,04.11.2019 23:38,0.633997611,TRUE,0.218298517,281,4.0
122,Test1,04.11.2019 23:38,0.633997611,TRUE,0.20595978,280,4.0
123,Test1,04.11.2019 23:38,0.63953736,TRUE,0.20595978,279,4.0
124,Test1,04.11.2019 23:38,0.63953736,TRUE,0.216966768,278,4.0
125,Test1,04.11.2019 23:38,0.636685148,TRUE,0.216966768,277,4.0
126,Test1,04.11.2019 23:38,0.634598758,TRUE,0.226059101,276,4.0
127,Test1,04.11.2019 23:38,0.634598758,TRUE,0.238373268,275,4.0
128,Test1,04.11.2019 23:38,0.63830537,TRUE,0.238373268,274,4.0
129,Test1,04.11.2019 23:38,0.63830537,TRUE,0.248269868,273,4.0
130,Test1,04.11.2019 23:38,0.637061367,TRUE,0.248269868,272,4.0
131,Test1,04.11.2019 23:38,0.637061367,TRUE,0.260416978,271,4.0
132,Test1,04.11.2019 23:38,0.63360157,TRUE,0.260416978,270,4.0
